state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
0.1,0.5907172995780591,0.5,0.0,1.0,0.6274509803921569,0.402305645876441,0.41935483870967744,0.4021909233176839,0.30045112781954886,0.47244094488188976,0.3004246284501062,0.5376515634971283,0.8333333333333333,0.5375886524822694,0.5343915343915344,0.05263157894736842,0.5352941176470589,0.16666666666666666
0.38,0.430379746835443,0.5,0.0,0.0,0.0,0.509902453443689,0.629032258064516,0.5098243783689793,0.5777443609022558,0.4488188976377953,0.5778485491861288,0.5485003190810466,0.5064102564102564,0.5489361702127659,0.6666666666666667,0.10526315789473684,0.6666666666666667,0.3333333333333333
0.48,0.4683544303797468,1.0,0.0,1.0,0.7058823529411764,0.29914277268696426,0.629032258064516,0.2990784211441488,0.3798496240601504,0.3543307086614173,0.38004246284501064,0.4042756860242501,0.6794871794871795,0.4042553191489362,0.5291005291005292,0.15789473684210525,0.5294117647058825,0.3333333333333333
0.26,0.40506329113924044,0.0,0.0,0.0,0.0,0.6718888560449305,0.6935483870967742,0.6718831507563903,0.5521804511278197,0.5826771653543308,0.5523708421797594,0.2948308870453096,0.44230769230769224,0.2950354609929078,0.4603174603174603,0.2631578947368421,0.4607843137254903,0.3333333333333333
0.58,0.5485232067510548,0.0,0.0,1.0,0.7058823529411764,0.5962163759976352,0.6129032258064515,0.5960702486524081,0.39248120300751876,0.6299212598425197,0.3924274593064402,0.6821952776005105,0.5769230769230769,0.6822695035460993,0.5026455026455027,0.21052631578947367,0.503921568627451,0.5
0.68,0.3122362869198312,0.5,0.0,1.0,0.4117647058823529,0.4827076559266923,0.46774193548387094,0.48269866110241694,0.5603007518796993,0.5433070866141732,0.5605095541401274,0.595405232929164,0.7820512820512819,0.5957446808510637,0.2804232804232804,0.21052631578947367,0.2803921568627451,0.8333333333333333
0.18,0.37974683544303794,1.0,0.0,0.0,0.0,0.5634052616021282,0.5403225806451613,0.5633802816901408,0.538045112781955,0.5984251968503937,0.5382165605095541,0.4617102744097,0.75,0.4617021276595745,0.634920634920635,0.15789473684210525,0.6352941176470589,0.5
0.44,0.5864978902953587,0.5,0.0,0.0,0.0,0.6485368016553356,0.49999999999999994,0.6484089723526343,0.38766917293233083,0.4488188976377953,0.3878273177636235,0.18985322271857055,0.5512820512820513,0.19007092198581557,0.7566137566137567,0.3157894736842105,0.7568627450980393,0.5
0.9400000000000001,0.5316455696202532,0.0,0.0,0.0,0.0,0.3966893289979308,0.41935483870967744,0.3966266736219788,0.5181954887218045,0.3228346456692914,0.5184005661712668,0.48659859604339506,0.6282051282051282,0.4865248226950355,0.7248677248677249,0.15789473684210525,0.7254901960784315,0.16666666666666666
0.88,0.3459915611814346,0.0,1.0,0.0,0.0,0.7655926692284954,0.3870967741935483,0.7656059815684229,0.5566917293233083,0.7007874015748032,0.5569709837225761,0.2239948947032546,0.596153846153846,0.22411347517730493,0.6190476190476191,0.21052631578947367,0.619607843137255,0.16666666666666666
0.8,0.36286919831223624,0.5,0.0,0.0,0.0,0.3659473839787172,0.46774193548387094,0.36584941749261,0.42406015037593986,0.5590551181102363,0.42427459306440196,0.2763241863433312,0.5705128205128205,0.276595744680851,0.3756613756613757,0.2631578947368421,0.37647058823529417,0.0
0.24,0.5907172995780591,1.0,0.0,1.0,0.7058823529411764,0.5172923440733077,0.48387096774193544,0.5173013388975829,0.6321804511278196,0.6220472440944882,0.632342533616419,0.5698787492022974,0.596153846153846,0.5702127659574467,0.5555555555555556,0.2631578947368421,0.5568627450980392,0.5
0.72,0.6118143459915611,0.5,0.0,0.0,0.0,0.5728643216080402,0.903225806451613,0.5727699530516432,0.3530827067669173,0.4094488188976378,0.3531493276716207,0.37109125717932356,0.5064102564102564,0.37092198581560276,0.32275132275132273,0.15789473684210525,0.3235294117647059,0.16666666666666666
0.16,0.38396624472573837,0.5,0.0,1.0,0.6470588235294118,0.6816435116760272,0.4274193548387097,0.6816205877238741,0.5491729323308272,0.43307086614173235,0.5491861288039632,0.5673261008296107,0.5897435897435896,0.5673758865248226,0.6402116402116402,0.10526315789473684,0.6411764705882353,0.3333333333333333
0.6,0.26582278481012656,0.0,0.0,1.0,0.5294117647058824,0.5013301803133313,0.41935483870967744,0.5013041210224309,0.4165413533834586,0.48031496062992124,0.41648973814578916,0.36311423101467766,0.4743589743589743,0.3631205673758865,0.5608465608465608,0.2631578947368421,0.5607843137254902,0.3333333333333333
0.44,0.5316455696202532,0.5,0.0,0.0,0.0,0.5604493053502808,0.5161290322580645,0.5604242740392975,0.5960902255639099,0.38582677165354334,0.5962491153573957,0.46043395022335665,0.6474358974358974,0.46028368794326235,0.6084656084656085,0.15789473684210525,0.6098039215686275,0.3333333333333333
1.0,0.6877637130801688,1.0,0.0,0.0,0.0,0.4377771208986107,0.5806451612903225,0.43766301512780387,0.3969924812030075,0.7007874015748032,0.39702760084925687,0.4345883854499043,0.641025641025641,0.4347517730496454,0.4761904761904762,0.15789473684210525,0.4764705882352942,0.16666666666666666
0.1,0.4472573839662447,0.5,0.0,0.0,0.0,0.3585574933490985,0.3709677419354838,0.358546339766997,0.4490225563909775,0.4488188976377953,0.44904458598726116,0.1955966815571155,0.6602564102564101,0.1957446808510638,0.47089947089947093,0.21052631578947367,0.4705882352941177,0.0
0.76,0.34177215189873417,0.5,0.0,1.0,0.47058823529411764,0.4218149571386343,0.7419354838709677,0.4216657972526517,0.6415037593984964,0.5433070866141732,0.6415428167020524,0.22814294830887047,0.358974358974359,0.2283687943262411,0.5661375661375662,0.15789473684210525,0.5666666666666668,0.16666666666666666
0.06,0.3586497890295358,0.0,0.0,1.0,0.6078431372549019,0.458468814661543,0.8064516129032258,0.4583550686837071,0.24601503759398496,0.6377952755905512,0.24628450106157113,0.6253988513082323,0.6987179487179487,0.6255319148936169,0.6455026455026455,0.3157894736842105,0.6450980392156863,0.16666666666666666
0.18,0.2911392405063291,1.0,1.0,0.0,0.0,0.6331658291457286,0.4758064516129032,0.6331072856894453,0.5921804511278196,0.6141732283464567,0.5923566878980892,0.07115507338864072,0.5192307692307692,0.07092198581560283,0.9312169312169314,0.21052631578947367,0.931372549019608,0.3333333333333333
0.18,0.3881856540084388,0.5,0.0,0.0,0.0,0.410582323381614,0.40322580645161293,0.4105372978612415,0.4667669172932331,0.3070866141732284,0.46673743807501766,0.3880025526483727,0.6923076923076923,0.38794326241134747,0.5767195767195767,0.15789473684210525,0.5764705882352942,0.0
0.4,0.569620253164557,0.5,0.0,0.0,0.0,0.7026308010641442,0.6612903225806452,0.7024865240827682,0.7094736842105265,0.6377952755905512,0.7094833687190375,0.31940012763241865,0.6538461538461537,0.31985815602836876,0.6878306878306879,0.10526315789473684,0.6882352941176471,0.16666666666666666
0.9,0.4345991561181434,0.5,0.0,1.0,0.45098039215686275,0.7913094886195684,0.782258064516129,0.7911667536080682,0.5693233082706768,0.43307086614173235,0.5693559801840056,0.27440970006381626,0.5769230769230769,0.274468085106383,0.7037037037037038,0.15789473684210525,0.703921568627451,0.6666666666666666
0.02,0.30379746835443033,0.5,0.0,0.0,0.0,0.5311853384569908,0.37903225806451607,0.531038080333855,0.4132330827067669,0.6220472440944882,0.413305024769993,0.28366305041480533,0.4807692307692308,0.2836879432624113,0.49735449735449744,0.3157894736842105,0.4980392156862746,0.16666666666666666
0.3,0.14767932489451474,0.5,0.0,0.0,0.0,0.7120898610700562,0.3064516129032258,0.7120500782472614,0.45473684210526316,0.8976377952755905,0.4547062986553433,0.7176132737715379,0.5833333333333333,0.7177304964539006,0.4444444444444445,0.10526315789473684,0.44509803921568636,0.16666666666666666
0.9,0.45147679324894513,0.0,0.0,0.0,0.0,0.5498078628436299,0.48387096774193544,0.5498174230568598,0.7115789473684212,0.18110236220472442,0.7116065109695684,0.9700063816209316,0.4038461538461538,0.9702127659574467,0.49735449735449744,0.15789473684210525,0.4980392156862746,0.0
0.64,0.49789029535864976,1.0,0.0,1.0,0.45098039215686275,0.4182678096364174,0.6048387096774193,0.41818814119283604,0.7422556390977444,0.7874015748031498,0.7423920736022647,0.5663688576898532,0.641025641025641,0.5666666666666665,0.6243386243386244,0.21052631578947367,0.6254901960784315,0.3333333333333333
0.5,0.34177215189873417,0.0,0.0,0.0,0.0,0.5749334909843334,0.4112903225806452,0.5748565466875326,0.6066165413533835,0.3622047244094488,0.6068648266100496,0.38768347160178684,0.6153846153846154,0.38794326241134747,0.4814814814814815,0.42105263157894735,0.48235294117647065,0.5
0.48,0.26582278481012656,1.0,0.0,1.0,0.9411764705882353,0.24209281702630803,0.5241935483870968,0.24204486176317164,0.3157894736842105,0.5039370078740157,0.3159943382873319,0.30791320995532867,0.49358974358974356,0.3078014184397163,0.2380952380952381,0.21052631578947367,0.23921568627450984,0.0
0.9400000000000001,0.3459915611814346,0.5,0.0,0.0,0.0,0.6174992610109371,0.5161290322580645,0.6174578334202747,0.6033082706766918,0.5196850393700787,0.6033262561924982,0.22846202935545626,0.5641025641025641,0.2283687943262411,0.5185185185185186,0.2631578947368421,0.5196078431372549,0.5
0.44,0.3586497890295358,0.5,0.0,1.0,0.5490196078431373,0.6180904522613065,0.28225806451612906,0.617979481829247,0.7735338345864662,0.4960629921259842,0.7735314932767163,0.6043395022335674,0.596153846153846,0.6042553191489362,0.4761904761904762,0.10526315789473684,0.4764705882352942,0.16666666666666666
0.16,0.2953586497890295,0.5,0.0,0.0,0.0,0.5480342890925215,0.5564516129032258,0.5479047122239611,0.45203007518796995,0.5669291338582678,0.45222929936305734,0.7354818123803445,0.28205128205128205,0.7354609929078013,0.35449735449735453,0.2631578947368421,0.3549019607843138,0.5
0.12,0.40084388185654,0.5,0.0,1.0,0.7254901960784313,0.47354419154596505,0.43548387096774194,0.47348287254390536,0.26736842105263153,0.6220472440944882,0.26751592356687903,0.5271218889597957,0.4743589743589743,0.5269503546099291,0.544973544973545,0.2631578947368421,0.5450980392156863,0.8333333333333333
0.46,0.3924050632911392,0.5,0.0,0.0,0.0,0.4995566065622229,0.4758064516129032,0.499565292992523,0.5073684210526317,0.4015748031496063,0.5074309978768577,0.755583918315252,0.6538461538461537,0.7560283687943261,0.3492063492063492,0.2631578947368421,0.3490196078431373,0.16666666666666666
0.78,0.5063291139240507,0.0,0.0,0.0,0.0,0.4667454921667159,0.5564516129032258,0.46670144322726476,0.9603007518796993,0.24409448818897633,0.9603680113234254,0.7852584556477344,0.4807692307692308,0.7858156028368793,0.5925925925925926,0.15789473684210525,0.5921568627450982,0.0
0.26,0.7257383966244726,1.0,0.0,1.0,0.4117647058823529,0.6500147797812592,0.4596774193548387,0.6499739175795514,0.5434586466165414,0.6377952755905512,0.5435244161358812,0.7086790044671346,0.5769230769230769,0.7092198581560283,0.2645502645502646,0.2631578947368421,0.26470588235294124,0.5
0.8200000000000001,0.5358649789029536,1.0,1.0,1.0,0.6274509803921569,0.6237067691398167,0.3387096774193548,0.623717614327943,0.4739849624060151,0.29133858267716534,0.4741684359518755,0.33184428844926606,0.5705128205128205,0.3319148936170212,0.49735449735449744,0.10526315789473684,0.4980392156862746,0.3333333333333333
0.52,0.2742616033755274,1.0,0.0,0.0,0.0,0.5580845403488028,0.45161290322580644,0.5579899147974265,0.36571428571428577,0.22834645669291337,0.36588818117480537,0.5816847479259731,0.5705128205128205,0.5815602836879432,0.39682539682539686,0.21052631578947367,0.39803921568627454,0.16666666666666666
0.74,0.32067510548523204,1.0,0.0,0.0,0.0,0.6541531185338457,0.5241935483870968,0.6541471048513301,0.7076691729323309,0.4488188976377953,0.7077140835102618,0.5162731333758774,0.5897435897435896,0.5163120567375886,0.40211640211640215,0.15789473684210525,0.4019607843137255,0.3333333333333333
0.46,0.42194092827004215,0.5,0.0,0.0,0.0,0.5066509015666568,0.6129032258064515,0.5065206051121545,0.6757894736842106,0.5039370078740157,0.6758669497523001,0.7150606253988513,0.8525641025641024,0.7156028368794326,0.5714285714285715,0.5789473684210527,0.5725490196078432,0.16666666666666666
0.18,0.4177215189873417,1.0,0.0,0.0,0.0,0.2793378657995862,0.1935483870967742,0.27925578160319947,0.22406015037593985,0.23622047244094485,0.22399150743099788,0.6132737715379706,0.3974358974358974,0.6134751773049645,0.6772486772486773,0.15789473684210525,0.6784313725490196,0.6666666666666666
0.42,0.12658227848101264,0.5,0.0,0.0,0.0,0.4540348802837718,0.532258064516129,0.45400799860893754,0.14466165413533832,0.44094488188976383,0.14472753007784855,0.5194639438417358,0.5512820512820513,0.5198581560283687,0.671957671957672,0.10526315789473684,0.6725490196078433,0.16666666666666666
0.08,0.5189873417721519,0.0,1.0,0.0,0.0,0.6860774460537984,0.40322580645161293,0.6859676577986438,0.4739849624060151,0.33858267716535434,0.4741684359518755,0.4948947032546267,0.6538461538461537,0.49503546099290774,0.597883597883598,0.21052631578947367,0.5980392156862746,0.16666666666666666
0.58,0.15189873417721517,0.0,1.0,1.0,0.7647058823529411,0.4055571977534732,0.6693548387096775,0.40549469657450876,0.5410526315789475,0.2992125984251968,0.5410474168435953,0.20229738353541796,0.49999999999999994,0.20212765957446802,0.48677248677248675,0.21052631578947367,0.4862745098039216,0.16666666666666666
0.1,0.6455696202531646,0.5,0.0,0.0,0.0,1.0,0.2903225806451613,1.0,0.5572932330827068,0.4488188976377953,0.5573248407643312,0.6477345245692406,0.5641025641025641,0.6482269503546099,0.5343915343915344,0.47368421052631576,0.5352941176470589,0.16666666666666666
0.38,0.5358649789029536,0.5,0.0,0.0,0.0,0.5412355897132722,0.48387096774193544,0.5411232829073205,0.7115789473684212,0.6535433070866141,0.7116065109695684,0.36375239310784946,0.41025641025641024,0.3638297872340426,0.8465608465608466,0.10526315789473684,0.847058823529412,0.0
0.06,0.3755274261603375,0.5,0.0,0.0,0.0,0.49275790718297363,0.3064516129032258,0.4926099808728917,0.5398496240601504,0.4881889763779527,0.5399858457183299,0.721123165283982,0.2948717948717949,0.7212765957446808,0.48677248677248675,0.3157894736842105,0.4862745098039216,0.3333333333333333
0.12,0.4135021097046413,0.5,0.0,0.0,0.0,0.3966893289979308,0.20161290322580644,0.3966266736219788,0.7302255639097746,0.4881889763779527,0.7303609341825902,0.8627951499680918,0.5512820512820513,0.8631205673758866,0.47089947089947093,0.05263157894736842,0.4705882352941177,0.5
0.5,0.6286919831223629,1.0,0.0,0.0,0.0,0.33550103458468816,0.48387096774193544,0.3354199269692228,0.6234586466165414,0.28346456692913385,0.6234961075725407,0.7472878111040204,0.5641025641025641,0.7475177304964539,0.5396825396825397,0.3157894736842105,0.5392156862745099,0.5
0.86,0.35021097046413496,0.0,0.0,0.0,0.0,0.3727460833579663,0.5080645161290323,0.3726308468092505,0.5046616541353384,0.44094488188976383,0.5049539985845719,0.48883216336949586,0.8012820512820513,0.48865248226950353,0.41269841269841273,0.21052631578947367,0.41372549019607846,0.0
0.74,0.3924050632911392,0.5,0.0,0.0,0.0,0.6559266922849541,0.5161290322580645,0.6558859328812381,0.7461654135338347,0.5669291338582678,0.7462845010615711,0.5848755583918315,0.6987179487179487,0.5851063829787233,0.10582010582010583,0.10526315789473684,0.1058823529411765,0.16666666666666666
0.2,0.40928270042194087,0.5,0.0,1.0,0.6078431372549019,0.3207212533254508,0.532258064516129,0.3206398887150061,0.5645112781954889,0.48031496062992124,0.564755838641189,0.560944479897894,0.6282051282051282,0.5609929078014183,0.634920634920635,0.05263157894736842,0.6352941176470589,0.16666666666666666
0.7000000000000001,0.30379746835443033,0.5,0.0,0.0,0.0,0.5051729234407331,0.33064516129032256,0.5051295426882281,0.6339849624060151,0.6141732283464567,0.6341118188251946,0.4802169751116784,0.5641025641025641,0.4801418439716312,0.39682539682539686,0.15789473684210525,0.39803921568627454,0.6666666666666666
0.5,0.5274261603375527,0.5,0.0,0.0,0.0,0.7212533254507834,0.5887096774193548,0.721265866805773,0.5061654135338347,0.41732283464566927,0.5063694267515924,0.43841735800893433,0.7051282051282051,0.4382978723404255,0.3703703703703704,0.2631578947368421,0.37058823529411766,0.5
0.16,0.4725738396624472,0.5,0.0,0.0,0.0,0.6715932604197458,0.06451612903225806,0.6715353851504087,0.7569924812030076,0.5748031496062993,0.7572540693559803,0.5982769623484365,0.48717948717948717,0.5985815602836879,0.4603174603174603,0.15789473684210525,0.4607843137254903,0.3333333333333333
0.64,0.6497890295358649,0.5,0.0,0.0,0.0,0.5255690215784806,0.6774193548387097,0.5254738306381499,0.8123308270676693,0.4645669291338583,0.8124557678697806,0.5223356732610083,0.7820512820512819,0.5226950354609928,0.4232804232804233,0.15789473684210525,0.423529411764706,0.16666666666666666
0.04,0.24472573839662445,1.0,0.0,1.0,0.5686274509803921,0.3564883239728052,0.6048387096774193,0.3564597461311076,0.5714285714285715,0.3543307086614173,0.5714791224345365,0.257498404594767,0.5833333333333333,0.2574468085106383,0.3597883597883598,0.15789473684210525,0.36078431372549025,0.16666666666666666
0.86,0.2911392405063291,1.0,0.0,0.0,0.0,0.13892994383683122,0.5161290322580645,0.13893235958963657,0.6796992481203008,0.5433070866141732,0.6797593772116065,0.5022335673261008,0.4743589743589743,0.502127659574468,0.5873015873015873,0.3157894736842105,0.5882352941176472,0.0
0.2,0.3122362869198312,0.5,0.0,0.0,0.0,0.30978421519361515,0.6048387096774193,0.3096852721265867,0.5109774436090226,0.1889763779527559,0.5109695682944091,0.1818761965539247,0.44871794871794873,0.1822695035460993,0.6455026455026455,0.15789473684210525,0.6450980392156863,0.16666666666666666
0.14,0.04219409282700422,0.5,0.0,1.0,0.5490196078431373,0.5264558084540348,0.37903225806451607,0.5263432446531038,0.5681203007518798,0.6692913385826771,0.5682944090587403,0.4128908742820677,0.43589743589743585,0.41276595744680844,0.3174603174603175,0.15789473684210525,0.31764705882352945,0.5
0.56,0.43881856540084385,0.5,0.0,1.0,0.45098039215686275,0.5350280815843925,0.3709677419354838,0.5350373848026431,0.5684210526315789,0.41732283464566927,0.5686482661004953,0.7067645181876195,0.6346153846153846,0.7070921985815602,0.44973544973544977,0.2631578947368421,0.45098039215686275,0.0
0.4,0.4683544303797468,0.5,0.0,0.0,0.0,0.4667454921667159,0.5161290322580645,0.46670144322726476,0.5082706766917293,0.2677165354330709,0.5084925690021231,0.6617740906190173,0.5641025641025641,0.6617021276595744,0.6137566137566138,0.21052631578947367,0.6137254901960785,0.16666666666666666
0.06,0.3586497890295358,0.5,0.0,1.0,0.6274509803921569,0.17262784510789242,1.0,0.17249174056685795,0.4075187969924812,0.6614173228346456,0.40764331210191085,0.6190172303765157,0.596153846153846,0.6191489361702127,0.5873015873015873,0.2631578947368421,0.5882352941176472,0.5
0.04,0.30801687763713076,1.0,0.0,0.0,0.0,0.4020100502512563,0.5806451612903225,0.4020170405146931,0.3467669172932331,0.039370078740157466,0.3467799009200283,0.7603701340140395,0.4551282051282051,0.7602836879432623,0.5238095238095238,0.3157894736842105,0.5235294117647059,0.5
0.88,0.20675105485232065,1.0,0.0,0.0,0.0,0.7259828554537393,0.5403225806451613,0.7259607024865242,0.3915789473684211,0.5433070866141732,0.39171974522292996,0.5558391831525207,0.6282051282051282,0.5560283687943263,0.6190476190476191,0.2631578947368421,0.619607843137255,0.16666666666666666
0.3,0.32489451476793246,0.5,0.0,0.0,0.0,0.5805498078628436,0.6451612903225805,0.5804207963832377,0.6652631578947369,0.7480314960629921,0.6652512384996462,0.7316528398213146,0.6923076923076923,0.7319148936170212,0.6772486772486773,0.3684210526315789,0.6784313725490196,0.0
0.08,0.3881856540084388,0.5,0.0,1.0,0.7058823529411764,0.49127992905705,0.7661290322580645,0.4912189184489654,0.4433082706766917,0.5118110236220472,0.443382873319179,0.2421825143586471,0.44871794871794873,0.2425531914893617,0.4232804232804233,0.21052631578947367,0.423529411764706,0.3333333333333333
0.02,0.6033755274261603,0.5,0.0,0.0,0.0,0.487732781554833,0.43548387096774194,0.48774126238914967,0.7705263157894737,0.2992125984251968,0.7707006369426752,0.4135290363752393,0.6794871794871795,0.4134751773049644,0.6296296296296297,0.15789473684210525,0.6294117647058824,0.3333333333333333
0.98,0.39662447257383965,0.5,0.0,0.0,0.0,0.48093408217558375,0.41935483870967744,0.48078595026951837,0.6412030075187971,0.5669291338582678,0.6411889596602972,0.07945118059987236,0.5320512820512819,0.07943262411347518,0.39682539682539686,0.10526315789473684,0.39803921568627454,0.16666666666666666
0.18,0.5189873417721519,0.5,0.0,1.0,0.5490196078431373,0.7061779485663613,0.5241935483870968,0.7061380629455747,0.5831578947368422,0.4094488188976378,0.5831564048124558,0.641352903637524,0.6987179487179487,0.6418439716312057,0.39682539682539686,0.2631578947368421,0.39803921568627454,0.16666666666666666
0.26,0.620253164556962,1.0,0.0,1.0,0.27450980392156865,0.23972805202483005,0.7903225806451613,0.23961050252130062,0.4890225563909775,0.2755905511811024,0.4890304317055909,0.2999361837906829,0.4615384615384615,0.29999999999999993,0.925925925925926,0.2631578947368421,0.927450980392157,0.16666666666666666
0.72,0.7383966244725738,0.0,0.0,0.0,0.0,0.1031628731894768,0.6935483870967742,0.10311250217353504,0.41082706766917293,0.41732283464566927,0.410828025477707,0.35800893426930436,0.608974358974359,0.35815602836879434,0.5555555555555556,0.42105263157894735,0.5568627450980392,0.3333333333333333
0.68,0.1940928270042194,0.5,0.0,1.0,0.7254901960784313,0.4463493940289684,0.3064516129032258,0.4463571552773431,0.5169924812030076,0.5118110236220472,0.5169851380042464,0.5778557753669432,0.4807692307692308,0.578014184397163,0.41269841269841273,0.21052631578947367,0.41372549019607846,0.3333333333333333
0.36,0.27848101265822783,1.0,0.0,0.0,0.0,0.880579367425362,0.46774193548387094,0.8805425143453314,0.10616541353383459,0.6771653543307086,0.1061571125265393,0.624122527121889,0.5576923076923077,0.6241134751773049,0.48677248677248675,0.5263157894736842,0.4862745098039216,0.6666666666666666
0.86,0.5358649789029536,0.5,0.0,1.0,0.7843137254901961,0.4691102571681939,0.3951612903225807,0.46896191966614503,0.3443609022556391,0.5669291338582678,0.3443029016277424,0.46553924696873006,0.5192307692307692,0.4659574468085106,0.7407407407407408,0.3157894736842105,0.7411764705882353,0.16666666666666666
0.0,0.46413502109704635,0.5,0.0,0.0,0.0,0.47383978717114994,0.15322580645161288,0.47383063814988696,0.4568421052631579,0.5590551181102363,0.4568294409058741,0.3442884492661137,0.5897435897435896,0.34468085106382984,0.417989417989418,0.15789473684210525,0.4176470588235294,0.6666666666666666
